420.4285714285714, -9.952830188679243
422.57142857142856, 0.6132075471698144
408.4285714285714, -22.830188679245282
428.57142857142856, -10.448113207547166
434.57142857142856, -5.495283018867923
424.2857142857143, -23.820754716981128
468.42857142857144, -31.41509433962264
474.42857142857144, -22.995283018867923
480, -19.033018867924525
491.57142857142856, -14.410377358490564
539.5714285714286, -8.136792452830186
551.5714285714286, -7.971698113207545
554.5714285714286, -10.117924528301877
555.4285714285714, -16.886792452830186
557.5714285714286, -3.679245283018865
556.7142857142858, -0.7075471698113205
558.8571428571429, -4.669811320754711
560.5714285714286, -5.165094339622641
563.1428571428571, -5.330188679245275
567.4285714285714, -5.330188679245275
572.5714285714286, -5.165094339622641
578.1428571428571, -4.834905660377352
588.8571428571429, -4.174528301886788
600.8571428571429, -3.349056603773583
613.2857142857143, -2.35849056603773
622.7142857142858, -1.3679245283018844
631.2857142857142, -0.21226415094339046
640.7142857142858, 1.4386792452830264
649.7142857142858, 3.915094339622648
656.1428571428571, 6.721698113207552
660.8571428571429, 9.858490566037744
664.2857142857143, 13.490566037735856
668.5714285714287, 20.424528301886802
671.1428571428571, 28.183962264150953
688.7142857142858, -41.32075471698113
691.2857142857143, -32.73584905660377
695.1428571428571, -25.801886792452834
699, -21.509433962264154
702.8571428571429, -18.702830188679243
708.4285714285714, -15.89622641509434
717, -13.25471698113207
729, -11.108490566037737
738, -9.952830188679243
750.8571428571429, -8.797169811320757
766.7142857142858, -7.806603773584904
783.4285714285714, -6.981132075471699
796.2857142857143, -6.485849056603769
448.71428571428567, 13.325471698113212
